INSTNM,CONTROL,STABBR,age_entry,married,md_faminc,median_hh_inc,pct_white,md_earn_wne_p10,poverty_rate,unemp_rate,pct_born_us,better_off,LOCALE,MENONLY,WOMENONLY,DISTANCEONLY,UGDS,PCTPELL,UG25abv
Strayer University-Georgia,3,GA,NA,NA,NA,NA,NA,51700,NA,NA,NA,NA,21,0,0,0,3253,0.774,0.8746
Strayer University-Cobb Campus,3,GA,NA,NA,NA,NA,NA,51700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strayer University-Morrow Campus,3,GA,NA,NA,NA,NA,NA,51700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strayer University-Roswell Campus,3,GA,NA,NA,NA,NA,NA,51700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strayer University-Douglasville Campus,3,GA,NA,NA,NA,NA,NA,51700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strayer University-Lithonia Campus,3,GA,NA,NA,NA,NA,NA,51700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strayer University-Savannah Campus,3,GA,NA,NA,NA,NA,NA,51700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strayer University-Augusta Campus,3,GA,NA,NA,NA,NA,NA,51700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strayer University-Columbus,3,GA,NA,NA,NA,NA,NA,51700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strayer University-Louisiana,3,LA,NA,NA,NA,NA,NA,51700,NA,NA,NA,NA,12,0,0,0,132,0.7669,0.7955
Strayer University-Mississippi,3,MS,NA,NA,NA,NA,NA,51700,NA,NA,NA,NA,12,0,0,0,156,0.8479,0.8526
Strayer University-South Carolina,3,SC,NA,NA,NA,NA,NA,51700,NA,NA,NA,NA,13,0,0,0,1219,0.7063,0.8559
Strayer University-Columbia Campus,3,SC,NA,NA,NA,NA,NA,51700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strayer University-Charleston Campus,3,SC,NA,NA,NA,NA,NA,51700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strayer University-Texas,3,TX,NA,NA,NA,NA,NA,51700,NA,NA,NA,NA,11,0,0,0,954,0.6735,0.8989
Strayer University-Irving,3,TX,NA,NA,NA,NA,NA,51700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strayer University-Katy,3,TX,NA,NA,NA,NA,NA,51700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strayer University-Northwest Houston,3,TX,NA,NA,NA,NA,NA,51700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strayer University-Plano,3,TX,NA,NA,NA,NA,NA,51700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strayer University-Cedar Hill,3,TX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strayer University-North Dallas,3,TX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strayer University-San Antonio,3,TX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strayer University-Stafford,3,TX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Art Institute of San Antonio,3,TX,NA,NA,NA,NA,NA,32900,NA,NA,NA,NA,11,0,0,0,1115,0.6071,0.3704
Globe University-La Crosse,3,WI,NA,NA,NA,NA,NA,31100,NA,NA,NA,NA,13,0,0,0,237,0.6889,0.6367
The Hair Design School-S Memphis,3,TN,NA,NA,NA,NA,NA,21900,NA,NA,NA,NA,11,0,0,0,117,0.8527,0.4103
The Hair Design School-Charlotte,3,NC,NA,NA,NA,NA,NA,16700,NA,NA,NA,NA,11,0,0,0,134,0.8376,0.5
The Hair Design School-Durham,3,NC,NA,NA,NA,NA,NA,25600,NA,NA,NA,NA,12,0,0,0,65,0.8641,0.5077
The Hair Design School-E Greensboro,3,NC,NA,NA,NA,NA,NA,16000,NA,NA,NA,NA,11,0,0,0,151,0.803,0.457
The Hair Design School-Winston-Salem,3,NC,NA,NA,NA,NA,NA,18900,NA,NA,NA,NA,12,0,0,0,121,0.7707,0.4959
Empire Beauty School-West Palm,3,FL,NA,NA,NA,NA,NA,19700,NA,NA,NA,NA,21,0,0,0,111,0.631,0.5045
Empire Beauty School-Pineville,3,NC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,105,0.7586,0.4286
The Hair Design School-N Memphis,3,TN,NA,NA,NA,NA,NA,23200,NA,NA,NA,NA,11,0,0,0,61,0.8547,0.4426
Broadview Entertainment Arts University,3,UT,NA,NA,NA,NA,NA,27900,NA,NA,NA,NA,21,0,0,0,145,0.6967,0.4437
Bryant & Stratton College-Hampton,3,VA,NA,NA,NA,NA,NA,22300,NA,NA,NA,NA,12,0,0,0,641,0.8387,0.5772
Paul Mitchell the School-Phoenix,3,AZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,187,0.4461,0.2995
All Beauty College,3,AZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,0,0,0,75,0.7474,0.5733
Northern California Institute of Cosmetology Inc,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,44,0.7736,0.5227
Golden State College of Court Reporting,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,68,0.3214,0.6471
Preferred College of Nursing-Los Angeles,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,159,0.0658,0.6792
Trinity Vocational Center,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,90,0.2245,0.7667
SICE Paul Mitchell Partner School,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,73,0.7524,0.2055
Cosmo Beauty Academy,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,64,0.4097,0.4688
Paul Mitchell the School-Fresno,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,248,0.4697,0.2782
Unitek College,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,904,0.4985,0.5774
Unitek College,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unitek College,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,904,0.4985,0.5774
Unitek College,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gurnick Academy of Medical Arts,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,843,0.6115,0.6856
Southern California University SOMA,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,48,NA,0.8333
Paul Mitchell the School-East Bay,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,259,0.4432,0.2934
South University�??Richmond,3,VA,NA,NA,NA,NA,NA,29800,NA,NA,NA,NA,21,0,0,0,634,0.6477,0.7096
South University�??Virginia Beach,3,VA,NA,NA,NA,NA,NA,29800,NA,NA,NA,NA,11,0,0,0,685,0.6819,0.7825
Aveda Institute-Denver,3,CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,485,0.3593,0.3485
Paul Mitchell the School-Colorado Springs,3,CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,231,0.3995,0.342
The Salon Professional Academy-Colorado Springs,3,CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,86,0.48,0.3953
Paul Mitchell the School-Delaware,3,DE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,129,0.4315,0.3411
Future-Tech Institute,3,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,35,1.0,0.8857
Marchman Technical Education Center,1,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,161,0.5017,0.3602
Eureka Institute of Health and Beauty,3,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,75,0.88,0.9067
The Salon Professional Academy-Ft Myers,3,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,36,0.4474,0.3889
SOLEX College,3,IL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,84,0.102,0.7619
Unity Cosmetology College,3,IL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,0,0,77,0.6588,0.3117
Universal Spa Training Academy,3,IL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,58,0.3704,0.3276
The Salon Professional Academy-Evansville,3,IN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,105,0.2568,0.2762
Tri County Regional Vocational Technical High School,1,MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,51,0.3824,0.6078
Compass College of Cinematic Arts,2,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,80,0.5366,0.2346
Nova Academy of Cosmetology,3,MN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,84,0.6101,0.3333
Victory Trade School,2,MO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,27,0.3077,0.7778
Starting Points Inc,2,NJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,45,0.9737,0.7111
The Lab-Paul Mitchell Partner School,3,NJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,138,0.3571,0.2174
SAE Institute of Technology-New York,3,NY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,218,0.4136,0.3578
John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry,3,NY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,0,0,72,0.588,0.5
John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry,3,NY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,27,0.7234,0.5926
The Artisan College of Cosmetology,3,OH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,0,0,30,0.6429,0.3
Sage School of Massage,3,OR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,28,0.5172,0.7143
Lawyer's Assistant School of Dallas,3,TX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,48,0.7143,0.5208
ABC Beauty Academy,3,TX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,35,0.8857,0.8286
Salon & Spa Institute,3,TX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,105,0.8176,0.4095
American Beauty Academy,3,UT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,32,0.4605,0.4688
The Salon Professional Academy-Tacoma,3,WA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,152,0.5208,0.2829
Academy of Cosmetology,3,WA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,19,0.6207,0.5789
The Academy Waukesha,3,WI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,161,0.4066,0.2919
ITT Technical Institute-Merrillville,3,IN,NA,NA,NA,NA,NA,38400,NA,NA,NA,NA,21,0,0,0,357,0.7204,0.7283
ITT Technical Institute-Tallahassee,3,FL,NA,NA,NA,NA,NA,38400,NA,NA,NA,NA,12,0,0,0,368,0.7781,0.8397
ITT Technical Institute-Salem,3,VA,NA,NA,NA,NA,NA,38400,NA,NA,NA,NA,22,0,0,0,250,0.7826,0.704
ITT Technical Institute-Akron,3,OH,NA,NA,NA,NA,NA,38400,NA,NA,NA,NA,21,0,0,0,249,0.7731,0.7671
ITT Technical Institute-Cedar Rapids,3,IA,NA,NA,NA,NA,NA,38400,NA,NA,NA,NA,12,0,0,0,37,0.7333,0.8108
ITT Technical Institute-Corona,3,CA,NA,NA,NA,NA,NA,38400,NA,NA,NA,NA,12,0,0,0,479,0.6599,0.6514
ITT Technical Institute-Johnson City,3,TN,NA,NA,NA,NA,NA,38400,NA,NA,NA,NA,13,0,0,0,139,0.8593,0.7554
ITT Technical Institute-DeSoto,3,TX,NA,NA,NA,NA,NA,38400,NA,NA,NA,NA,21,0,0,0,187,0.7068,0.7487
ITT Technical Institute-North Charleston,3,SC,NA,NA,NA,NA,NA,38400,NA,NA,NA,NA,13,0,0,0,265,0.7752,0.7283
ITT Technical Institute-Aurora,3,CO,NA,NA,NA,NA,NA,38400,NA,NA,NA,NA,11,0,0,0,247,0.6282,0.7449
ITT Technical Institute-West Covina,3,CA,NA,NA,NA,NA,NA,38400,NA,NA,NA,NA,21,0,0,0,148,0.8015,0.5878
ITT Technical Institute-Culver City,3,CA,NA,NA,NA,NA,NA,38400,NA,NA,NA,NA,21,0,0,0,319,0.8899,0.605
ITT Technical Institute-Dearborn,3,MI,NA,NA,NA,NA,NA,38400,NA,NA,NA,NA,13,0,0,0,438,0.8305,0.6941
ITT Technical Institute-Las Vegas,3,NV,NA,NA,NA,NA,NA,38400,NA,NA,NA,NA,21,0,0,0,569,0.7101,0.7188
Touro University Worldwide,2,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,150,0.3737,0.3354
Touro University California,2,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,NA,NA,NA
The Chicago School of Professional Psychology at Washington DC,2,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,NA,NA,NA
Anamarc College-Santa Teresa,3,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,0,0,0,96,0.8428,0.875
Touro University Nevada,2,NV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,4,0.4419,0.4
National College-Willoughby Hills,3,OH,NA,NA,NA,NA,NA,22000,NA,NA,NA,NA,21,0,0,0,66,0.9014,0.6667
Herzing University-Kenosha,3,WI,NA,NA,NA,NA,NA,42300,NA,NA,NA,NA,22,0,0,0,427,0.6793,0.6869
Herzing University-Brookfield,3,WI,NA,NA,NA,NA,NA,42300,NA,NA,NA,NA,21,0,0,0,336,0.6098,0.7359
Heald College-Modesto,3,CA,NA,NA,NA,NA,NA,39400,NA,NA,NA,NA,21,0,0,0,1091,0.8493,0.3648
Fortis Institute-Houston,3,TX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,333,0.6953,0.5195
Southern Careers Institute-Brownsville,3,TX,NA,NA,NA,NA,NA,20300,NA,NA,NA,NA,12,0,0,0,313,0.7743,0.345
Southern Careers Institute-Harlingen,3,TX,NA,NA,NA,NA,NA,20300,NA,NA,NA,NA,13,0,0,0,331,0.7309,0.435
Strayer University-Global Region,3,DC,NA,NA,NA,NA,NA,51700,NA,NA,NA,NA,11,0,0,0,1429,0.6201,0.8327
Regina's College of Beauty-Charlotte,3,NC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,102,1.0,0.7255
Kenneth Shuler School of Cosmetology-Florence,3,SC,NA,NA,NA,NA,NA,17200,NA,NA,NA,NA,23,0,0,0,146,0.5482,0.4521
Fortis College-Columbia,3,SC,NA,NA,NA,NA,NA,27500,NA,NA,NA,NA,12,0,0,0,543,0.8274,0.6317
Brown Mackie College-Albuquerque,3,NM,NA,NA,NA,NA,NA,25200,NA,NA,NA,NA,11,0,0,0,780,0.8059,0.6269
Brown Mackie College-St Louis,3,MO,NA,NA,NA,NA,NA,25200,NA,NA,NA,NA,21,0,0,0,634,0.7754,0.5915
Avant Gard The School,3,IN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,47,0.5303,0.4043
Toni & Guy Hairdressing Academy-Bellingham,3,WA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,75,0.4474,0.24
California University of Management and Sciences,2,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,54,0.0476,0.6852
Ross Medical Education Center-Davison,3,MI,NA,NA,NA,NA,NA,22200,NA,NA,NA,NA,21,0,0,0,181,0.5348,0.4696
Ross Medical Education Center-Granger,3,IN,NA,NA,NA,NA,NA,24600,NA,NA,NA,NA,13,0,0,0,174,0.482,0.5172
Ross Medical Education Center-Niles,3,OH,NA,NA,NA,NA,NA,23000,NA,NA,NA,NA,21,0,0,0,151,0.6606,0.4503
Ross Medical Education Center-Canton,3,MI,NA,NA,NA,NA,NA,19900,NA,NA,NA,NA,21,0,0,0,131,0.5592,0.4809
Pima Medical Institute-Houston,3,TX,NA,NA,NA,NA,NA,27600,NA,NA,NA,NA,11,0,0,0,898,0.5512,0.4365
Illinois Center for Broadcasting�??Chicago Campus,3,IL,NA,NA,NA,NA,NA,29400,NA,NA,NA,NA,11,0,0,0,220,0.6891,0.5364
Concorde Career Institute-Dallas,3,TX,NA,NA,NA,NA,NA,29200,NA,NA,NA,NA,11,0,0,0,703,0.3656,0.4552
Concorde Career Institute-Orlando,3,FL,NA,NA,NA,NA,NA,20700,NA,NA,NA,NA,12,0,0,0,521,0.418,0.5317
Concorde Career Institute-San Antonio,3,TX,NA,NA,NA,NA,NA,21300,NA,NA,NA,NA,11,0,0,0,681,0.4076,0.5536
Ecotech Institute,3,CO,NA,NA,NA,NA,NA,26400,NA,NA,NA,NA,11,0,0,0,476,0.5792,0.6954
Johnson & Wales University-Online,2,RI,NA,NA,NA,NA,NA,35100,NA,NA,NA,NA,12,0,0,1,118,0.5575,0.6695
Everest College-Fort Worth South,3,TX,NA,NA,NA,NA,NA,24700,NA,NA,NA,NA,11,0,0,0,535,0.7612,0.4654
Everest College-Santa Ana,3,CA,NA,NA,NA,NA,NA,24700,NA,NA,NA,NA,11,0,0,0,433,0.7677,0.2633
Moreno Valley College,1,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,7101,0.2426,0.3376
Hair Design Institute at Fifth Avenue-New York,3,NY,NA,NA,NA,NA,NA,18100,NA,NA,NA,NA,11,0,0,0,224,0.5144,0.5357
Onondaga School of Therapeutic Massage-Rochester,3,NY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,61,0.6923,0.7213
Norco College,1,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,8321,0.1959,0.2876
Daymar College-Louisville,3,KY,NA,NA,NA,NA,NA,22100,NA,NA,NA,NA,11,0,0,0,15,0.8529,0.6667
Dorsey Business Schools-Saginaw,3,MI,NA,NA,NA,NA,NA,22800,NA,NA,NA,NA,22,0,0,0,223,0.8245,0.5785
Milan Institute of Cosmetology-La Quinta,3,CA,NA,NA,NA,NA,NA,18900,NA,NA,NA,NA,21,0,0,0,162,0.3167,0.2963
Milan Institute-Nampa,3,ID,NA,NA,NA,NA,NA,16100,NA,NA,NA,NA,22,0,0,0,255,0.4332,0.4314
Milan Institute of Cosmetology-El Paso,3,TX,NA,NA,NA,NA,NA,18900,NA,NA,NA,NA,11,0,0,0,458,0.4511,0.4847
Universal Technical Institute - Dallas Fort Worth,3,TX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,1006,0.5083,0.3201
Finger Lakes School of Massage,3,NY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,0,0,113,0.5393,0.6195
Finger Lakes School of Massage,3,NY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,56,0.2945,0.875
Park Avenue School of Cosmetology,3,MN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,0,0,0,53,0.5325,0.1887
Salter School of Nursing and Allied Health,3,NH,NA,NA,NA,NA,NA,28200,NA,NA,NA,NA,12,0,0,0,257,0.4585,0.6381
Salter School-New Bedford,3,MA,NA,NA,NA,NA,NA,28200,NA,NA,NA,NA,22,0,0,0,317,0.7805,0.4637
Harris School of Business-Upper Darby Campus,3,PA,NA,NA,NA,NA,NA,27900,NA,NA,NA,NA,21,0,0,0,594,0.844,0.3754
Brown Mackie College-San Antonio,3,TX,NA,NA,NA,NA,NA,25200,NA,NA,NA,NA,11,0,0,0,785,0.7445,0.6586
Hollywood Institute of Beauty Careers,3,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,73,1.0,0.6164
Hollywood Institute of Beauty Careers,3,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,53,1.0,0.6038
Cortiva Institute-New Jersey,3,NJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,66,0.5593,0.5303
Cambridge Junior College-Woodland,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,0,0,96,0.6853,0.4167
Anthem College-Atlanta,3,GA,NA,NA,NA,NA,NA,29500,NA,NA,NA,NA,11,0,0,0,356,0.8314,0.5506
ICPR Junior College-Manati,3,PR,NA,NA,NA,NA,NA,16000,NA,NA,NA,NA,21,0,0,0,613,0.9955,0.385
Ridley-Lowell Business & Technical Institute-Danbury,3,CT,NA,NA,NA,NA,NA,26800,NA,NA,NA,NA,13,0,0,0,49,0.6318,0.4694
Artistic Nails and Beauty Academy-Lakeland,3,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,220,0.6312,0.5909
Paul Mitchell the School-Murfreesboro,3,TN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,180,0.3993,0.3056
Allied American University,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,1,2527,0.1961,0.7097
American Sentinel University,3,CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,2328,0.0831,0.9548
Tribeca Flashpoint Media Arts Academy,3,IL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,386,0.128,0.1684
Hawaii Medical College,3,HI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,22,0.8043,0.4906
Carolina College of Hair Design,3,NC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,59,0.5,0.3559
Virginia College-Baton Rouge,3,LA,NA,NA,NA,NA,NA,26400,NA,NA,NA,NA,12,0,0,0,600,0.9376,0.6083
Remington College-Heathrow Campus,2,FL,NA,NA,NA,NA,NA,28900,NA,NA,NA,NA,21,0,0,1,235,0.834,0.8085
College of Massage Therapy,1,ID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,0,0,12,0.7059,0.5833
Miller-Motte College-Jacksonville,3,NC,NA,NA,NA,NA,NA,21000,NA,NA,NA,NA,13,0,0,0,475,0.9062,0.6379
Miller-Motte Technical College-Augusta,3,GA,NA,NA,NA,NA,NA,22800,NA,NA,NA,NA,12,0,0,0,485,0.8555,0.7113
Miller-Motte Technical College-Conway,3,SC,NA,NA,NA,NA,NA,21000,NA,NA,NA,NA,22,0,0,0,752,0.9194,0.5479
Virginia College-Macon,3,GA,NA,NA,NA,NA,NA,26400,NA,NA,NA,NA,13,0,0,0,451,0.924,0.7095
Virginia College-Spartanburg,3,SC,NA,NA,NA,NA,NA,26400,NA,NA,NA,NA,22,0,0,0,495,0.9289,0.5818
Aveda Institute-Portland,3,OR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,348,0.2827,0.3075
Chamberlain College of Nursing-Virginia,3,VA,NA,NA,NA,NA,NA,56300,NA,NA,NA,NA,12,0,0,0,363,0.4828,0.7253
Stevens-Henager College-Boise,2,ID,NA,NA,NA,NA,NA,31700,NA,NA,NA,NA,12,0,0,0,422,0.7907,0.6682
The Salon Professional Academy-Cincinnati,3,OH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,58,0.4667,0.4828
Penrose Academy,3,AZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,177,0.3446,0.3051
Virginia College-Richmond,3,VA,NA,NA,NA,NA,NA,26400,NA,NA,NA,NA,21,0,0,0,506,0.8918,0.5593
Skin Institute,3,MO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,55,0.43,0.5455
Northwest Institute of Literary Arts,2,WA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,0,0,0,NA,NA,NA
Body Therapy Institute,3,NC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,0,0,0,64,0.49,0.8438
Beauty Academy of South Florida,3,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,114,0.7051,0.807
Ogle School Hair Skin Nails-North Dallas,3,TX,NA,NA,NA,NA,NA,17900,NA,NA,NA,NA,11,0,0,0,154,0.6926,0.4545
The Salon Professional Academy-North Little Rock,3,AR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,64,0.2342,0.2969
The Salon Professional Academy-St Charles,3,MO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,100,0.383,0.42
American Institute,3,FL,NA,NA,NA,NA,NA,29200,NA,NA,NA,NA,41,0,0,0,252,0.4517,0.7138
Mildred Elley-New York Campus,3,NY,NA,NA,NA,NA,NA,22100,NA,NA,NA,NA,11,0,0,0,609,0.9287,0.6191
National Paralegal College,3,AZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,1,1089,0.4953,0.8889
Carolina College of Biblical Studies,2,NC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,113,0.4955,0.8673
Star Career Academy-Audubon,3,PA,NA,NA,NA,NA,NA,31700,NA,NA,NA,NA,21,0,0,0,469,0.8406,0.5949
Allstate Hairstyling & Barber College,3,OH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,35,0.875,0.7143
Oxford Graduate School,2,TN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,0,0,0,NA,NA,NA
Jung Tao School of Classical Chinese Medicine,2,NC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,0,0,0,NA,NA,NA
New York Film Academy,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,1344,0.054,0.1376
The Collective School Of Music,3,NY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,50,0.0,0.44
International College of Cosmetology,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,179,0.3114,0.6425
Bella Capelli Academy,3,PA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,89,0.5355,0.1236
Institute of Medical Careers,3,PA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,54,0.55,0.7407
Toni & Guy Hairdressing Academy-Modesto,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,47,0.48,0.4894
Georgia Christian University,2,GA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,156,0.0292,0.9167
Flagler Technical Institute,1,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,338,0.2376,0.6627
Galaxy Medical College,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,31,0.6207,0.5806
American Medical Sciences Center,3,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,77,0.101,0.8571
Mandalyn Academy,3,UT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,65,0.6829,0.3846
